State,Year,Quarter,Population,Unemployment_Rate,Civilian noninstitutional population,Total Civilian Labor Force,Total Employed Civilian Labor Force,Total Unemployed Civilian Labor Force,% Civilian Labor Force Unemployed,Personal_Income,Applications,Formations,Births,GDP_Total,GDP_Accom_Food,GDP_Admin_Waste,GDP_Ag_Fish_Hunt,GDP_Arts_Recreation,GDP_Construction,GDP_Durable_Goods,GDP_Education,GDP_Finance_Insurance,GDP_Gov_Federal,GDP_Gov_Military,GDP_Gov_State_Local,GDP_Gov_Total,GDP_Healthcare_Social,GDP_Information,GDP_Management,GDP_Manufacturing,GDP_Mining_Oil_Gas,GDP_Nondurable_Goods,GDP_Other_Services,GDP_Private_Total,GDP_Prof_Tech_Services,GDP_Real_Estate,GDP_Retail,GDP_Transport_Warehousing,GDP_Utilities,GDP_Wholesale,Housing_Price_Index
Massachusetts,2017,3,6964514,3.8,5654056.0,3733434.0,3590202.0,143232.0,3.8,463394.5,14062,1593,18749,533293.6,16054.8,15079.8,851.6,6456.0,21205.6,28857.0,16354.3,48884.4,8747.7,6509.0,38155.8,53412.5,52313.1,28099.5,11568.9,46255.5,175.5,17398.5,10580.8,479881.1,68166.1,69471.7,23692.4,10769.7,6841.0,27060.9,265.87
Massachusetts,2017,4,6974483,3.77,5665411.0,3743965.0,3602418.0,141547.0,3.8,468530.7,14136,1565,17517,540960.2,16249.3,15235.3,855.3,6430.9,21515.9,29589.4,16440.9,48000.2,8806.2,6551.7,39239.5,54597.4,52374.4,27854.0,12132.0,47702.7,181.5,18113.3,10721.2,486362.8,69637.5,70812.4,23890.8,10849.5,7329.7,28149.4,269.16
Massachusetts,2018,1,6981456,3.63,5674589.0,3769274.0,3630409.0,138865.0,3.7,476446.8,14747,1701,16493,550614.3,16647.3,14913.8,780.3,6512.6,21740.0,29671.4,16730.7,51803.9,8892.9,6425.5,39739.3,55057.8,52195.9,27563.7,12530.4,49284.4,172.0,19613.1,11078.4,495556.6,71199.0,72245.3,24363.1,10899.6,7864.3,27031.7,273.38
Massachusetts,2018,2,6989555,3.53,5682703.0,3815127.0,3679263.0,135864.0,3.6,480871.6,14980,1692,17683,558443.4,16942.7,15582.8,803.0,6774.4,22250.2,30177.0,16883.2,51911.9,9010.1,6428.7,40358.5,55797.3,52492.2,28354.1,13281.7,49900.7,177.1,19723.7,11244.6,502646.1,72711.2,73371.9,24577.0,10995.1,7696.4,26695.9,277.43
Massachusetts,2018,3,6998211,3.37,5693127.0,3834581.0,3703238.0,131343.0,3.4,486516.8,14894,1579,18232,562943.3,16989.0,15830.2,852.4,6869.2,22212.2,30041.6,17051.4,52270.8,9058.3,6441.6,40779.1,56279.0,52627.9,28503.9,13582.7,49603.3,185.1,19561.7,11343.9,506664.3,74317.0,73940.3,24884.2,11055.0,7165.0,27380.7,280.18
Massachusetts,2018,4,7004930,3.3,5702813.0,3839492.0,3711960.0,127532.0,3.3,491982.5,14879,1567,16701,566419.1,17292.0,16235.3,888.2,6729.9,22643.7,30470.6,17188.0,50986.3,9129.6,6810.5,41326.0,57266.1,53011.5,29105.1,13687.7,49813.3,189.8,19342.7,11415.6,509153.0,74258.2,74870.8,24812.9,11214.2,7469.2,27341.3,283.01
Massachusetts,2019,1,7008835,3.17,5709794.0,3845803.0,3721258.0,124545.0,3.2,506003.7,14521,1560,16198,576212.5,18184.3,17012.6,894.6,6330.9,23825.2,30558.5,17576.1,51344.8,9085.5,6559.4,41141.8,56786.8,54394.9,30124.2,13265.9,48736.4,205.8,18177.9,11649.8,519425.7,75759.3,76438.5,25991.2,11693.5,8213.3,27784.4,287.04
Massachusetts,2019,2,7013591,3.03,5715406.0,3848455.0,3730318.0,118137.0,3.1,507319.9,14576,1525,17403,583353.9,18533.7,16504.6,879.0,6824.7,23770.8,29935.3,17739.8,51715.9,9131.0,6525.0,41188.5,56844.4,54657.0,31801.3,13430.0,49000.0,222.2,19064.8,11760.3,526509.4,78620.6,76929.2,26348.3,11980.1,8087.5,27704.6,288.17
Massachusetts,2019,3,7020207,3.0,5723649.0,3850030.0,3735572.0,114458.0,3.0,507703.9,13973,1420,18567,593435.4,18743.6,16795.8,908.9,7132.6,23930.6,29897.3,18142.5,51035.9,9221.1,6517.1,41723.3,57461.5,55391.5,33354.3,13894.6,49842.8,225.6,19945.4,12013.2,535973.8,80313.6,78627.9,26877.0,12300.7,8304.5,28138.4,292.53
Massachusetts,2019,4,7026248,3.0,5732518.0,3847571.0,3733615.0,113956.0,3.0,510511.4,14316,1455,16949,599276.3,18822.0,16692.2,863.8,7635.6,24071.5,29498.0,18218.5,53440.2,9328.2,6590.0,41991.2,57909.4,56279.3,32599.9,13648.8,49988.2,261.1,20490.3,12165.8,541367.0,82454.8,79119.7,26365.4,12339.5,7918.7,28481.9,298.1
Massachusetts,2020,1,7029473,3.07,5738725.0,3827335.0,3710784.0,116551.0,3.0,515454.7,13411,1294,16250,603984.4,16820.8,16665.7,781.7,5912.1,25070.9,28578.8,18365.6,56470.6,9507.8,6610.2,41886.2,58004.1,56573.7,33413.9,13254.9,50178.6,209.2,21599.7,11978.4,545980.3,82925.1,80639.1,26703.8,11399.4,9647.4,28969.3,303.75
Massachusetts,2020,2,7013264,15.6,5743173.0,3509078.0,2885860.0,623218.0,17.8,558089.0,12351,1008,17116,554926.9,8326.7,14734.7,784.3,2702.8,20385.9,26104.5,16574.7,59184.0,9611.9,6731.1,40445.4,56788.4,49209.8,34066.0,12802.5,45608.1,138.6,19503.6,9141.1,498138.5,79272.4,78286.2,23340.1,8401.3,9112.5,26067.0,301.72
Massachusetts,2020,3,6996341,10.83,5712367.0,3769749.0,3298844.0,470905.0,12.5,545597.7,19081,1705,17657,598506.0,12693.1,15857.8,840.2,3718.3,23875.9,29628.7,17514.5,56727.0,10035.8,6671.2,40186.1,56893.1,56753.4,33367.9,12967.6,50751.0,163.8,21122.4,11319.8,541612.9,85499.3,81675.8,29060.2,8950.9,10499.4,29377.0,316.74
Massachusetts,2020,4,6998601,7.87,5722738.0,3751342.0,3436699.0,314643.0,8.4,548988.8,17347,1505,15405,614004.9,12122.5,16556.0,914.9,4562.0,23858.9,29500.3,17153.1,61861.0,9983.1,6673.4,41773.1,58429.5,58191.7,35039.1,14024.9,50709.0,148.6,21208.7,11471.6,555575.3,88681.9,82969.4,28158.6,9140.8,10234.9,29776.5,331.93
Massachusetts,2021,1,6996048,6.43,5728685.0,3723290.0,3471835.0,251455.0,6.8,601405.2,19340,1704,15424,624243.4,13005.3,16831.2,885.6,5022.0,25031.8,30150.7,17196.2,58320.0,10061.1,6796.4,39938.2,56795.8,57867.8,36414.2,12822.5,52416.8,140.6,22266.2,11168.0,567447.7,90504.0,84291.4,30404.8,11283.1,12798.3,31044.0,344.32
Massachusetts,2021,2,6998320,5.67,5735039.0,3727303.0,3506694.0,220609.0,5.9,584267.2,19502,1574,17965,643143.2,16171.2,17761.0,883.1,5469.4,24795.0,30218.1,17598.3,57882.6,10207.4,6805.5,41229.5,58242.3,58606.7,37165.2,13563.7,54052.8,137.2,23834.7,11962.0,584900.9,94854.8,87015.9,31077.2,12057.7,12749.2,31098.0,358.25
Massachusetts,2021,3,7004202,4.93,5745498.0,3736210.0,3541903.0,194307.0,5.2,584897.1,18403,1598,18742,660879.2,18555.6,18432.3,1000.2,5916.6,25000.2,30134.4,18298.4,58588.9,10359.7,6796.3,41605.4,58761.4,60039.4,37643.7,13753.2,53870.5,137.1,23736.1,12393.6,602117.8,100044.7,89444.2,30149.0,13031.0,13207.2,32612.0,371.13
Massachusetts,2021,4,7009518,4.13,5753372.0,3738838.0,3574247.0,164591.0,4.4,584034.8,18843,1702,17006,672969.3,19027.4,19568.8,1031.7,6402.9,25036.7,30542.7,18604.5,58631.8,10486.5,6777.5,43010.3,60274.3,60168.3,38841.9,14056.3,54955.4,128.5,24412.7,12464.8,612695.0,101387.9,91369.4,30845.9,14245.3,13982.5,31944.9,381.36
Massachusetts,2022,1,7012375,3.7,5758679.0,3757027.0,3612920.0,144107.0,3.8,585801.0,18013,1645,16107,676620.5,19370.4,20583.2,1186.1,6225.1,26589.8,30816.5,18882.0,58162.6,10698.3,6889.5,40740.3,58328.0,61849.8,39059.0,12860.3,58370.8,119.9,27554.3,13176.3,618292.5,98470.6,93764.9,31044.2,12601.5,11999.5,33976.4,394.68
Massachusetts,2022,2,7018567,3.6,5763641.0,3767829.0,3631529.0,136300.0,3.6,590054.1,17804,1645,17123,689759.3,20568.7,20023.7,1084.5,6424.7,26379.5,30115.2,19081.7,60120.4,10759.8,7037.0,42692.8,60489.6,61645.1,40301.8,14062.2,57807.8,135.1,27692.6,13313.5,629269.8,99609.3,94693.3,31494.6,13558.9,14117.2,34847.7,405.03
Massachusetts,2022,3,7028720,3.63,5773518.0,3767636.0,3632425.0,135211.0,3.6,599490.9,17849,1689,18336,697361.7,21240.3,20531.5,1081.5,6815.1,26193.8,29597.1,19836.8,59984.8,10900.2,7179.8,43036.2,61116.1,62157.0,40045.4,13630.1,58479.9,124.3,28882.8,13693.4,636245.6,101936.4,96126.5,31620.1,14194.9,14026.0,34527.8,400.21
Massachusetts,2022,4,7040307,3.57,5786858.0,3762207.0,3625313.0,136894.0,3.6,624692.2,17867,1666,17018,721550.7,21612.3,20642.7,1164.4,6825.6,28166.1,30519.9,20312.8,62024.1,11052.9,7304.3,42080.7,60437.9,63799.9,42998.6,14411.4,61242.2,126.7,30722.3,14155.9,661112.8,107009.4,99270.0,32674.4,14429.5,14719.8,35526.9,400.67
Massachusetts,2023,1,7049973,3.5,5797489.0,3769146.0,3636487.0,132659.0,3.5,622419.5,18342,1698,15726,722059.8,23206.0,20627.6,902.7,7484.6,27786.5,29600.1,20319.3,60443.5,11183.8,7267.6,43326.0,61777.4,65451.5,43645.9,14154.1,58402.9,143.5,28802.8,14294.6,660282.4,105220.3,101711.7,33758.2,15258.4,12716.4,34754.6,406.67
Massachusetts,2023,2,7060572,3.37,5808896.0,3782598.0,3656076.0,126522.0,3.3,633343.4,18746,1685,17077,731611.2,23900.4,21475.6,958.4,7585.4,28443.0,29923.2,21139.0,62032.1,11317.6,7244.7,42836.1,61398.3,66411.0,43411.0,13942.5,59186.9,169.4,29263.7,14318.7,670212.8,106431.2,103966.2,33716.9,15360.4,12620.5,35144.4,418.23
Massachusetts,2023,3,7075995,3.47,5821933.0,3800807.0,3672574.0,128233.0,3.4,638949.2,20168,1709,17608,743456.9,24353.3,21613.6,922.0,7700.2,28819.9,30396.9,20993.1,61568.4,11606.8,7341.9,44568.0,63516.6,68117.3,46036.1,14201.7,60800.1,217.3,30403.2,14468.4,679940.2,105928.6,105907.6,35334.7,15241.8,12398.3,35317.7,428.85
Massachusetts,2023,4,7093977,3.63,5840817.0,3833249.0,3695295.0,137954.0,3.6,647767.1,18984,1706,16682,754341.7,24891.5,21405.8,882.9,7905.0,29492.2,30287.5,21563.3,62187.4,11792.1,7476.7,45511.3,64780.1,69394.9,46169.7,14813.7,61352.9,253.0,31065.4,14771.0,689561.6,108163.2,107578.3,35374.8,15367.0,12031.0,35964.0,436.63
Massachusetts,2024,1,7109844,3.77,5856747.0,3861134.0,3717136.0,143998.0,3.7,659774.0,19044,1712,16491,763972.5,25136.7,21594.9,911.0,7896.0,29688.5,29703.1,21783.6,62846.0,12124.9,7610.2,46469.8,66204.9,69988.4,47839.5,15547.3,60719.9,257.1,31016.8,15033.8,697767.6,110392.1,108911.5,35363.2,15619.9,12077.0,36161.0,441.81
Massachusetts,2024,2,7127062,3.97,5872976.0,3891099.0,3739665.0,151434.0,3.9,666974.6,18523,1713,17111,777582.3,25170.9,22230.8,893.3,8156.1,29870.7,30197.5,22212.2,64622.8,12352.8,7805.9,46420.5,66579.2,71380.8,48462.5,16429.3,62135.4,290.0,31937.9,15398.8,711003.1,113285.2,110072.6,35518.8,15992.0,12318.1,36562.9,447.51
Massachusetts,2024,3,7139979,4.17,5890789.0,3911566.0,3751036.0,160530.0,4.1,670917.0,18470,1671,17744,786043.2,24897.1,22770.5,887.0,8566.0,29998.3,30443.3,22440.5,66297.2,12530.6,7892.2,47335.1,67757.9,72867.3,48594.9,17013.8,61828.1,289.5,31384.8,15495.1,718285.3,114977.9,111012.0,35519.6,16323.7,11813.7,36693.1,454.67
Massachusetts,2024,4,7147113,4.13,5900643.0,3918800.0,3754049.0,164751.0,4.2,674306.5,19286,1728,16838,786495.8,25204.8,23491.7,928.5,8386.0,30002.3,30186.4,22749.4,65455.7,12670.6,7967.9,47625.9,68264.4,73322.6,48138.0,16773.7,61740.5,295.4,31554.1,15679.5,718231.4,114103.8,112175.0,35328.1,16522.9,11764.8,36168.8,461.08
Massachusetts,2025,1,7155034,4.3,5907746.0,3925798.0,3761003.0,164795.0,4.2,687438.1,18336,1639,16491,799488.8,24931.1,22636.9,883.9,8865.8,30696.4,29837.0,22719.1,68081.0,12833.0,7934.0,48366.9,69133.9,75262.2,50034.1,17335.4,61026.0,313.7,31189.0,15611.8,730354.9,115896.6,113540.1,35609.5,16868.8,11834.7,38207.8,466.36
Massachusetts,2025,2,7164547,4.73,5913751.0,3944288.0,3763267.0,181021.0,4.6,699164.8,19093,1693,17111,813670.2,25264.3,22661.4,870.8,9128.7,31061.3,29966.5,22401.6,70094.3,12852.7,8159.2,48590.6,69602.5,76403.4,51844.4,17531.9,62165.5,277.8,32199.0,15737.2,744067.7,116984.1,114896.3,36238.0,16877.9,12033.6,41595.2,468.1
Michigan,2005,1,10051137,7.1,7695323.0,5052565.0,4689722.0,362843.0,7.2,326309.2,18650,2841,31064,402076.5,8713.1,13155.1,2280.3,3463.9,17871.5,66744.0,2640.9,29172.6,5538.3,1387.7,37521.3,44447.3,28003.1,11115.1,8729.8,82250.2,764.0,15506.2,9348.3,357629.3,27141.7,49684.8,25187.8,9152.7,5835.2,23119.2,199.54
Michigan,2005,2,10047373,6.8,7698715.0,5053263.0,4703909.0,349354.0,6.9,329564.7,19708,2911,32663,404258.7,8806.2,13411.3,2361.7,3479.3,17899.0,66336.0,2860.1,27926.3,5534.9,1368.8,37969.9,44873.6,28280.5,11125.9,8556.0,81186.1,822.2,14850.1,9477.5,359385.1,28036.6,50995.6,25341.1,9590.7,5903.5,23325.3,199.73
Michigan,2005,3,10043609,6.53,7705819.0,5053115.0,4721549.0,331566.0,6.6,329177.0,18146,2607,33189,402170.6,8870.8,13577.2,2291.2,3741.5,17707.8,64229.5,2835.9,28382.9,5548.3,1365.0,37934.3,44847.5,28628.7,10738.8,8284.5,79120.3,839.7,14890.8,9522.7,357323.1,27363.9,50938.5,25537.3,9799.9,5999.3,23142.3,200.0
Michigan,2005,4,10039845,6.6,7718552.0,5049392.0,4720299.0,329093.0,6.5,331890.2,19935,2863,30790,402809.5,8799.6,13454.0,2099.2,3531.9,17474.9,63609.3,2834.4,28111.6,5623.0,1380.2,38455.0,45458.1,28978.9,10486.8,8368.9,79384.7,1073.1,15775.4,9543.5,357351.4,27922.2,50113.1,25123.2,9823.6,6624.3,23603.3,198.85
Michigan,2006,1,10036081,6.7,7723508.0,5045235.0,4706396.0,338839.0,6.7,334301.7,19328,2553,30885,400260.4,8860.2,13617.1,2459.1,3678.3,17421.3,60205.1,2928.7,28277.4,5695.6,1316.1,38214.9,45226.7,29823.7,10590.4,7779.1,76954.8,1147.6,16749.7,9647.0,355033.8,28032.5,48667.7,25200.2,9494.9,6714.8,23739.0,196.61
Michigan,2006,2,10027382,6.8,7724876.0,5036049.0,4695470.0,340579.0,6.8,337196.3,19699,2524,32229,403341.9,8814.7,13487.5,2433.5,3705.7,17336.3,60176.9,2859.7,28331.5,5735.7,1383.6,38505.6,45624.9,30194.6,10575.0,8187.0,78077.9,1239.7,17901.0,9705.8,357717.0,27967.8,49068.0,24907.9,9708.3,7074.2,24041.9,195.33
Michigan,2006,3,10018682,6.97,7727842.0,5025541.0,4678688.0,346853.0,6.9,337806.0,19714,2489,33606,403346.9,8753.5,13352.6,2562.2,3635.6,16373.6,59913.1,2965.7,28019.4,5772.3,1407.0,38376.2,45555.4,30409.5,10752.0,8568.0,77623.9,1205.1,17710.8,9623.8,357791.5,27840.0,50225.7,24892.5,9594.6,6987.2,24406.6,192.94
Michigan,2006,4,10009983,7.0,7731802.0,5022691.0,4669184.0,353507.0,7.0,338066.4,19854,2468,30763,403200.1,8981.9,13369.4,2867.1,3729.1,16104.2,59002.9,3024.2,28274.6,5810.1,1418.7,38889.6,46118.4,30570.2,10569.5,8105.7,76258.2,1148.5,17255.3,9630.5,357081.7,27746.0,51099.4,24770.6,9766.7,7051.4,24014.5,190.19
Michigan,2007,1,10001284,6.9,7733066.0,5006775.0,4660593.0,346182.0,6.9,345077.6,19524,2375,30646,410725.3,9387.8,13157.0,2602.9,3562.7,16293.3,64943.7,3087.7,29487.6,5839.9,1447.0,38619.9,45906.8,30835.2,9938.3,8234.7,81130.2,1130.3,16186.5,9667.8,364818.5,28140.4,51501.8,24744.5,9674.0,7527.2,24715.1,188.0
Michigan,2007,2,9987685,6.93,7732155.0,4980925.0,4637172.0,343753.0,6.9,346906.2,19518,2267,31601,412608.9,9554.1,13285.8,2643.8,3515.7,16208.9,65016.3,3076.5,28641.3,5923.0,1413.9,39181.6,46518.5,31037.0,10604.6,8084.0,81558.9,1147.9,16542.6,9655.0,366090.4,28159.7,52444.7,24861.4,9581.7,7357.2,24672.3,184.39
Michigan,2007,3,9974086,7.17,7733286.0,4967461.0,4615026.0,352435.0,7.1,347817.7,20176,2273,32859,413765.8,9678.4,13647.6,2657.5,3482.9,15973.8,64864.2,3137.9,26280.5,6007.3,1430.5,39184.3,46622.1,31546.1,11353.6,8064.8,80860.6,1189.1,15996.3,9630.9,367143.7,29199.1,53746.5,24753.5,9850.9,7380.6,24709.4,179.05
Michigan,2007,4,9960488,7.27,7733007.0,4958614.0,4598201.0,360413.0,7.3,347126.0,20460,2183,30155,405352.0,9682.1,13745.8,2955.1,3613.9,14944.6,61827.3,3309.8,23236.7,6020.1,1448.1,39173.5,46641.7,31741.6,11066.0,7739.8,77680.4,1163.4,15853.1,9480.4,358710.3,28527.1,54297.7,24462.7,9741.7,6925.5,24395.9,171.98
Michigan,2008,1,9946889,7.23,7729875.0,4935753.0,4582548.0,353205.0,7.2,352450.3,19026,1954,29842,397976.5,9438.6,13625.6,2896.5,3524.5,13925.7,57106.0,3215.0,21285.0,6047.8,1490.2,40004.7,47542.7,32403.3,10868.8,8062.9,71877.8,1163.3,14771.8,9498.7,350433.8,29962.5,52960.1,24049.9,9661.2,7147.4,24867.2,167.69
Michigan,2008,2,9935564,7.67,7724532.0,4910907.0,4545733.0,365174.0,7.4,364148.9,19937,1927,31015,394534.0,9470.2,13515.2,2822.2,3486.3,13414.3,54281.5,3300.7,18924.3,6042.9,1510.6,40607.2,48160.6,33232.9,10882.8,8066.0,69443.8,1433.1,15162.3,9400.8,346373.4,29618.6,52110.6,24401.0,9511.1,7782.0,25557.5,161.24
Michigan,2008,3,9924240,8.43,7721686.0,4894828.0,4495300.0,399528.0,8.2,355607.9,19865,1837,31511,388836.4,9585.1,13329.3,2633.4,3458.2,13372.8,50844.2,3370.9,16563.7,6027.9,1542.0,40686.8,48256.7,33781.4,10640.6,7721.7,66626.2,1418.6,15782.0,9344.6,340579.7,29771.4,51001.3,24835.7,9288.7,8367.3,25468.9,156.67
Michigan,2008,4,9912916,9.6,7722803.0,4862569.0,4418233.0,444336.0,9.1,353217.5,18140,1752,28759,385187.6,9446.2,13115.0,2670.7,3287.3,13391.9,47686.0,3461.9,15237.2,5977.2,1554.5,40468.8,48000.4,34619.2,10781.6,7642.1,62776.0,1438.9,15089.9,9574.5,337187.2,29878.5,51273.8,24994.9,9685.7,8273.5,25638.4,150.2
Michigan,2009,1,9901591,11.87,7720429.0,4852962.0,4317126.0,535836.0,11.0,336191.5,18461,1738,28504,365788.2,9214.7,12455.3,1837.5,3264.7,12457.6,36509.4,3600.6,16998.6,5992.9,1604.9,40463.3,48061.2,34350.1,10582.6,6563.5,51497.0,1255.4,14987.6,9373.6,317726.9,26927.9,52139.0,24803.5,8682.6,8092.3,23630.7,156.15
Michigan,2009,2,9898260,13.8,7716183.0,4882213.0,4233756.0,648457.0,13.3,340730.8,18289,1636,29962,369530.1,9258.3,12131.4,2035.2,3257.9,11865.9,37144.6,3633.5,19249.3,6260.3,1623.4,40527.2,48410.9,34942.8,10778.8,7070.2,52841.6,1200.6,15697.0,9307.5,321119.2,27137.7,51948.2,24962.0,8472.8,8100.1,22925.4,150.4
Michigan,2009,3,9894928,14.23,7714203.0,4874606.0,4177148.0,697458.0,14.3,338221.3,18809,1733,31015,372021.2,9253.4,11915.4,2281.7,3324.2,11335.3,38675.5,3695.4,20359.0,6198.9,1638.8,40804.0,48641.7,35159.5,10707.8,7172.2,55127.8,1231.2,16452.3,9242.8,323379.5,26651.8,52413.0,24766.2,8490.6,7498.3,22754.0,147.01
Michigan,2009,4,9891597,14.03,7719299.0,4824408.0,4144121.0,680287.0,14.1,341256.4,18393,1708,27813,379488.4,9157.6,12384.1,2705.8,3304.7,11054.9,41517.3,3639.5,20355.4,6344.4,1663.8,41242.4,49250.6,35519.2,10662.7,7057.7,58378.6,1402.4,16861.3,9277.1,330237.8,27069.9,52114.9,25484.8,8847.6,8299.9,23521.0,145.28
Michigan,2010,1,9888266,13.8,7719703.0,4810392.0,4139388.0,671004.0,13.9,342172.8,18975,1774,27703,379211.5,9337.8,12550.9,2861.6,3332.0,10867.7,43466.9,3715.5,19215.2,6568.8,1663.3,41270.6,49502.7,34598.4,10596.2,6574.7,60232.6,1591.4,16765.8,9310.8,329708.9,26653.4,52082.0,25143.7,8530.2,8407.0,24107.6,143.3
Michigan,2010,2,9881980,13.17,7718784.0,4802983.0,4158154.0,644829.0,13.4,351416.7,19191,1707,29090,392084.3,9339.4,13066.9,2802.5,3265.2,11507.6,50852.9,3877.8,18640.2,6566.5,1676.9,42042.0,50285.4,34900.5,10710.0,7254.1,67131.3,1583.4,16278.4,9441.1,341798.9,27915.3,52132.1,25353.9,9122.7,8827.6,24927.4,143.35
Michigan,2010,3,9883638,12.53,7722725.0,4787724.0,4171022.0,616702.0,12.9,356131.8,19191,1759,29656,401075.7,9455.7,13441.9,2767.8,3200.5,11748.7,55556.6,3802.9,18655.8,6697.8,1680.6,41641.2,50019.6,35421.1,11234.0,7418.4,71908.1,1844.9,16351.5,9499.3,351056.1,28802.3,51786.9,25310.2,9580.7,9000.3,26176.8,142.03
Michigan,2010,4,9889079,11.47,7735696.0,4727568.0,4167508.0,560060.0,11.8,358575.9,19125,1775,28082,400347.1,9501.8,13800.3,2824.0,3368.8,11587.6,53895.0,3826.0,18786.9,6740.3,1700.1,41501.9,49942.3,35938.9,11095.0,7391.5,70075.5,1750.1,16180.6,9500.4,350404.8,29125.9,52123.4,25565.6,9808.4,8780.1,25554.7,141.65
Michigan,2011,1,9891118,10.53,7744638.0,4674970.0,4170713.0,504257.0,10.8,368560.6,19374,1684,27522,403012.1,9795.2,13790.0,4087.0,2941.3,10932.0,56238.8,3698.6,18535.1,6712.7,1646.5,40551.6,48910.8,35376.7,10703.5,8249.4,73401.5,2121.9,17162.7,9312.1,354101.3,30032.9,51661.8,25573.1,9401.8,8643.3,25844.0,138.04
Michigan,2011,2,9893460,10.27,7752015.0,4652390.0,4176823.0,475567.0,10.2,370013.8,18496,1697,28720,403455.2,9961.2,13816.7,3917.4,2862.7,11431.2,54176.8,3770.8,18964.2,6685.9,1662.1,40514.9,48862.8,36023.8,10855.2,7585.4,71193.8,2257.2,17017.0,9409.8,354592.3,29794.6,52872.8,25678.2,9543.3,8576.4,26077.7,136.49
Michigan,2011,3,9900027,10.17,7761825.0,4667921.0,4188242.0,479679.0,10.3,374326.1,18922,1757,30255,407717.1,10077.9,14129.8,4141.4,3046.6,11905.8,54494.1,3859.3,19156.6,6660.5,1691.7,40657.5,49009.7,36254.2,10749.8,7737.6,71259.7,2191.3,16765.6,9445.5,358707.4,30408.7,53522.4,25887.9,9527.9,9072.1,26333.0,138.51
Michigan,2011,4,9907652,9.6,7774391.0,4682966.0,4224280.0,458686.0,9.8,378916.5,19171,1782,27511,419232.1,10470.2,14308.0,4413.8,2960.7,12193.0,58813.0,3861.4,20432.6,6712.8,1650.6,39997.4,48360.9,36971.5,10891.7,8114.9,75327.6,2319.4,16514.6,9534.9,370871.2,31035.5,55054.8,26197.6,9829.9,9452.5,27501.1,139.52
Michigan,2012,1,9912823,9.13,7784671.0,4681312.0,4248435.0,432877.0,9.2,383184.4,17971,1613,27042,421535.2,11080.8,14618.5,3000.7,2978.5,12718.5,59675.6,3948.5,21356.6,6713.6,1606.5,41126.1,49446.2,37043.3,10565.0,7987.9,76754.2,2271.1,17078.6,9694.8,372089.0,31672.8,54153.5,26127.5,9872.4,8825.1,27419.4,139.93
Michigan,2012,2,9917759,9.1,7793532.0,4675455.0,4250169.0,425286.0,9.1,384732.8,18741,1624,28261,425312.9,11308.2,14612.7,3167.8,3017.6,13461.0,61296.8,3944.2,21394.1,6763.3,1633.4,39224.6,47621.4,36928.0,10570.9,8128.6,78486.5,2189.4,17189.7,9770.6,377691.5,32451.1,54871.8,25972.4,10089.3,9066.6,28260.7,144.08
Michigan,2012,3,9926294,9.03,7803888.0,4682968.0,4258484.0,424484.0,9.1,384340.8,18129,1582,29834,428570.3,11289.8,14562.5,3432.7,3110.5,13548.6,60566.9,3960.3,22175.8,6790.7,1649.2,40202.5,48642.4,37200.1,10263.1,8046.8,77703.4,1874.4,17136.5,9864.1,379927.9,33042.7,55542.1,26402.5,10222.5,9557.9,28128.1,146.38
Michigan,2012,4,9935115,9.0,7817268.0,4701669.0,4279468.0,422201.0,9.0,397098.8,19903,1806,27954,429145.9,11510.7,14493.1,3503.9,3276.0,13956.5,62590.1,4042.4,20529.0,6762.8,1656.2,40294.5,48713.5,37206.6,10030.7,8815.9,79720.7,1929.0,17130.6,9915.6,380432.4,32026.0,55329.3,26120.4,10352.4,9105.2,28569.1,149.32
Michigan,2013,1,9938985,8.97,7826793.0,4719723.0,4295146.0,424577.0,9.0,387456.5,18456,1661,26855,437863.4,11786.6,14559.5,4194.5,3208.8,14171.3,64321.1,3938.0,19857.9,6739.1,1645.5,41128.2,49512.8,37483.8,11381.1,7746.1,82035.7,1976.0,17714.6,9952.0,388350.6,33701.9,56708.1,26879.4,10571.9,9032.9,29165.2,153.99
Michigan,2013,2,9943831,8.83,7833787.0,4738500.0,4317492.0,421008.0,8.9,390628.9,17747,1643,28372,438486.0,11776.5,14735.6,4070.8,3182.6,13923.5,65440.6,3967.6,19377.8,6768.4,1649.1,40673.1,49090.6,37481.7,11347.7,8472.6,83521.0,1815.5,18080.4,9894.1,389395.3,33414.6,56888.0,26674.7,10673.1,9102.0,29075.9,157.83
Michigan,2013,3,9952235,8.77,7844458.0,4759243.0,4338962.0,420281.0,8.8,392175.9,18388,1676,30254,442885.4,11839.4,14730.5,4001.0,3080.5,14424.2,66387.6,3977.0,18963.8,6655.2,1660.0,40869.9,49185.0,37709.6,11859.2,8500.1,84980.0,1863.9,18592.5,9963.2,393700.4,33288.9,58171.6,27082.2,10819.3,9068.1,29377.9,160.54
Michigan,2013,4,9961041,8.37,7856370.0,4754729.0,4348324.0,406405.0,8.5,393170.1,18371,1720,28008,446648.5,11945.2,14999.5,3509.7,3180.3,14720.9,66559.9,4050.2,19702.7,6775.5,1676.8,40643.3,49095.7,37966.3,11144.5,8451.7,85907.4,1863.5,19347.5,10187.9,397552.9,34037.6,58795.0,27255.7,10876.0,9180.0,29778.8,162.27
